name,bioguide_id,party,state,chamber,composite_score,scale_score,concentration_score,personal_score,total_financial_exposure,financial_trades,financial_pac,financial_individual,trade_count,pac_count,individual_count,unified_hhi,dominant_sector,dominant_pct,net_worth_display,net_worth_midpoint,wealth_tier,net_worth_is_estimate,pac_banking,pac_insurance,pac_real_estate,pac_investment,pac_lending,pac_payments,pac_credit_unions,pac_private_equity,top_pac_1,top_pac_1_amount,top_pac_1_sector,top_pac_2,top_pac_2_amount,top_pac_2_sector,top_pac_3,top_pac_3_amount,top_pac_3_sector,top_employer_1,top_employer_1_amount,top_employer_1_sector,top_employer_2,top_employer_2_amount,top_employer_2_sector,hfsc_member,sbc_member
"Kamlager-Dove, Sydney",K000400,D,California,house,13.0,32.6,0.0,0.0,60500.0,0,0,500.0,0,33,1,2255.5,insurance,32.3,$1M-$5M,3000000,$1M-$5M,Yes,12500.0,20000.0,12000.0,5500.0,0,0,10500.0,0,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),15000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",8500.0,credit_unions,MORGAN STANLEY,500.0,investment_banking,,0,,No,No
"Garcia, Robert",G000598,D,California,house,54.2,48.6,75.5,40.5,81001.0,15001,0,15250.0,3,33,10,2861.2,insurance,45.4,$1M-$5M,3000000,$1M-$5M,Yes,9000.0,32500.0,17500.0,0,0,2000.0,5000.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,20000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),9000.0,banking,BAIN CAPITAL,5000.0,private_equity,BLACKSTONE,5000.0,private_equity,No,No
"Crane, Elijah",C001132,R,Arizona,house,1.0,2.6,0.0,0.0,11000.0,0,0,11196.0,0,4,164,4406.2,real_estate,63.1,$1M-$5M,3000000,$1M-$5M,Yes,0,0,11000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,6000.0,real_estate,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),5000.0,real_estate,,0,,NORTH SHORE SYSTEMS,2134.0,banking,MONADNOCK CAPITAL PARTNERS LLC,1820.0,investment,No,No
"Ciscomani, Juan",C001133,R,Arizona,house,36.7,91.8,0.0,0.0,203995.0,0,0,28316.0,0,106,29,2731.8,real_estate,41.8,$1M-$5M,3000000,$1M-$5M,Yes,12500.0,58000.0,120495.0,0,0,0,13000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,82995.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,22500.0,real_estate,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,BLACKSTONE,12400.0,private_equity,CBRE,2420.0,real_estate,No,No
"Bean, Aaron",B001314,R,Florida,house,27.0,67.4,0.0,0.0,114000.0,0,0,14605.0,0,122,11,2297.3,insurance,41.3,$1M-$5M,3000000,$1M-$5M,Yes,11000.0,46000.0,31000.0,18500.0,0,7500.0,0,0,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),18500.0,investment,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,APOLLO MANAGEMENT,6600.0,private_equity,BLACKSTONE INC.,6000.0,private_equity,No,No
"Yakym, Rudy",Y000067,R,Indiana,house,50.1,61.5,41.1,43.8,104000.0,0,0,21321.0,23,117,29,2133.3,insurance,33.8,$1M-$5M,3000000,$1M-$5M,Yes,13500.0,24500.0,49000.0,0,7500.0,0,9500.0,0,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,16000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),13500.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,BLACKSTONE,10900.0,private_equity,BLACKROCK,2929.0,investment,No,No
"Finstad, Brad",F000475,R,Minnesota,house,27.9,69.8,0.0,0.0,118500.0,0,0,3250.0,0,82,3,2694.7,insurance,44.0,$1M-$5M,3000000,$1M-$5M,Yes,23000.0,46000.0,22000.0,0,20000.0,0,7500.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,CROP INSURANCE PROFESSIONALS ASSOCIATION PAC-CIPA PAC,19000.0,insurance,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",17500.0,insurance,FIDELITY,2000.0,investment,LPL FINANCIAL,1000.0,investment,No,No
"Flood, Mike",F000474,R,Nebraska,house,35.7,89.2,0.0,0.0,178514.0,0,0,38643.0,0,316,21,2045.2,insurance,37.0,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,99000.0,47014.0,0,0,0,17500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,25514.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,21500.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,19500.0,insurance,APOLLO MANAGEMENT,12000.0,private_equity,APOLLO,11000.0,private_equity,Yes,No
"Cherfilus-McCormick, Sheila",C001127,D,Florida,house,2.9,7.3,0.0,0.0,21000.0,0,0,9600.0,0,13,5,2638.5,real_estate,40.8,$1M-$5M,3000000,$1M-$5M,Yes,5500.0,2000.0,11000.0,0,0,0,2500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",2500.0,banking,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",2500.0,credit_unions,GOLDMAN SACHS,6600.0,investment_banking,CBRE,1500.0,real_estate,No,No
"Carey, Mike",C001126,R,Ohio,house,32.6,81.6,0.0,0.0,148000.0,0,0,57750.0,0,232,25,2246.4,insurance,41.1,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,59500.0,41500.0,17000.0,0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),17500.0,banking,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,17000.0,investment,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,16000.0,insurance,BLACKSTONE,21900.0,private_equity,NATIONWIDE,15400.0,insurance,No,No
"Brown, Shontel M.",B001313,D,Ohio,house,26.8,67.0,0.0,0.0,113500.0,0,0,4150.0,0,92,4,2323.8,insurance,37.1,$1M-$5M,3000000,$1M-$5M,Yes,19500.0,42000.0,23500.0,0,28500.0,0,0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,28500.0,lending,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),12500.0,real_estate,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",12500.0,banking,NATIONAL CITY BANK,2500.0,banking,WELLS FARGO,1000.0,banking,No,No
"Ellzey, Jake",E000071,R,Texas,house,18.5,46.2,0.0,0.0,78500.0,0,0,24284.0,0,57,70,2210.7,insurance,30.5,$5M-$10M,7500000,$5M-$25M,No,7500.0,29500.0,33500.0,0,8000.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,12500.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),10500.0,insurance,CHARLES SCHWAB CORPORATION,9900.0,investment,CITADEL LLC,9900.0,investment,No,No
"Stansbury, Melanie A.",S001218,D,New Mexico,house,7.2,17.9,0.0,0.0,38000.0,0,0,7300.0,0,20,18,3231.4,insurance,49.7,$1M-$5M,3000000,$1M-$5M,Yes,1000.0,22500.0,8000.0,0,1500.0,0,5000.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,13500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,8000.0,real_estate,PROGRESSIVE TURNOUT PROJECT,7500.0,insurance,ARVEST BANK,3300.0,banking,WELLS FARGO,1500.0,banking,No,No
"Carter, Troy A.",C001125,D,Louisiana,house,25.1,62.8,0.0,0.0,106000.0,0,0,11250.0,0,101,7,3645.8,insurance,53.4,$1M-$5M,3000000,$1M-$5M,Yes,19000.0,56500.0,30500.0,0,0,0,0,0,ALLSTATE INSURANCE COMPANY PAC,15500.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,13500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,CENTRAL MANAGEMENT,10000.0,banking,AMERICAN EXPRESS,500.0,payments,No,No
"Letlow, Julia",L000595,R,Louisiana,house,64.7,88.5,25.0,72.7,177534.0,34034,0,12100.0,196,138,8,2290.4,insurance,41.0,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,73000.0,23500.0,0,0,0,20000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",20000.0,credit_unions,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,17000.0,insurance,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),17000.0,insurance,"CITADEL, LLC",6600.0,investment,AFFINITY,2000.0,banking,No,No
"Obernolte, Jay",O000019,R,California,house,20.9,52.1,0.0,0.0,87000.0,0,0,1500.0,0,64,2,2330.8,insurance,32.4,$1M-$5M,3000000,$1M-$5M,Yes,23000.0,24000.0,32500.0,0,0,0,7500.0,0,BANK OF AMERICA CORPORATION FEDERAL PAC,15000.0,banking,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),12500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,BLACKSTONE,1000.0,private_equity,GENERAL DYNAMICS,500.0,insurance,No,No
"Kim, Young",K000397,R,California,house,37.9,94.8,0.0,0.0,288643.0,0,0,55720.0,0,334,100,1711.0,insurance,27.7,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,81000.0,151143.0,0,0,0,39000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,111143.0,real_estate,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),25000.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",21500.0,credit_unions,APOLLO,11800.0,private_equity,CITADEL LLC,10348.0,investment,Yes,No
"Van Duyne, Beth",V000134,R,Texas,house,34.8,87.0,0.0,0.0,168266.0,0,0,36653.0,0,160,21,2283.7,insurance,35.9,$1M-$5M,3000000,$1M-$5M,Yes,22500.0,57000.0,73766.0,15000.0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,28766.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),22500.0,banking,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,17500.0,insurance,BLACKSTONE,21441.0,private_equity,CITADEL LLC,10348.0,investment,No,No
"Strickland, Marilyn",S001159,D,Washington,house,24.4,60.9,0.0,0.0,103500.0,0,0,22622.0,0,83,35,2238.9,insurance,35.3,$1M-$5M,3000000,$1M-$5M,Yes,0,27000.0,49000.0,7500.0,0,0,10000.0,10000.0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),11000.0,real_estate,GOLDMAN SACHS,7100.0,investment_banking,WELLS FARGO ADVISORS,7089.0,banking,No,No
"Owens, Burgess",O000086,R,Utah,house,65.1,95.2,35.3,54.7,318022.0,232022,0,14110.0,88,39,13,1832.7,real_estate,31.0,$1M-$5M,3000000,$1M-$5M,Yes,18500.0,9000.0,32000.0,5000.0,5000.0,2500.0,14000.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),18500.0,banking,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),15000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",14000.0,credit_unions,CITADEL LLC,9900.0,investment,BLACKSTONE,3300.0,private_equity,No,No
"Nehls, Troy E.",N000026,R,Texas,house,6.3,15.6,0.0,0.0,34000.0,0,0,0,0,22,0,4031.1,real_estate,58.8,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,2000.0,20000.0,0,1000.0,0,6000.0,0,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,7500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,7000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",6000.0,credit_unions,,0,,,0,,No,No
"Moore, Blake D.",M001213,R,Utah,house,64.4,91.6,46.1,46.5,202005.0,19005,0,28750.0,39,221,24,2127.0,insurance,38.3,$1M-$5M,3000000,$1M-$5M,Yes,22500.0,73500.0,67000.0,0,0,0,20000.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),22500.0,banking,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),22500.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,20000.0,insurance,APOLLO,11200.0,private_equity,BLACKSTONE,5800.0,private_equity,No,No
"Jacobs, Sara",J000305,D,California,house,1.9,4.8,0.0,0.0,15000.0,0,0,1000.0,0,7,1,3730.5,insurance,46.9,$1M-$5M,3000000,$1M-$5M,Yes,0,7500.0,2000.0,0,0,0,5500.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,7500.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",4000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,2000.0,real_estate,KELLER WILLIAMS,1000.0,real_estate,,0,,No,No
"Jackson, Ronny",J000304,R,Texas,house,13.9,34.8,0.0,0.0,65000.0,0,0,5751.0,0,34,67,2556.1,insurance,40.4,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,25000.0,11000.0,0,16500.0,0,2500.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,16500.0,lending,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,7500.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),7500.0,banking,COLDWELL BANKER,1250.0,real_estate,CBRE,1112.0,real_estate,No,No
"Gonzales, Tony",G000594,R,Texas,house,38.4,96.1,0.0,0.0,390890.0,0,0,21600.0,0,86,31,4653.4,real_estate,65.4,$1M-$5M,3000000,$1M-$5M,No,25000.0,52000.0,296390.0,0,0,0,17500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,272890.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),25000.0,banking,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",17500.0,credit_unions,CAPITAL GROUP,6100.0,investment,ARVEST BANK,3500.0,banking,No,No
"Fitzgerald, Scott",F000471,R,Wisconsin,house,32.2,80.4,0.0,0.0,146500.0,0,0,22029.0,0,279,20,1861.7,insurance,35.3,$200M-$300M,250000000,$100M+,No,15000.0,89500.0,13500.0,13500.0,0,0,15000.0,0,MORTGAGE GUARANTY INSURANCE CORPORATION POLITICAL ACTION COMMITTEE ('MGIC-PAC'),16000.0,insurance,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,BLACKSTONE,14200.0,private_equity,OPPORTUNITY FINANCIAL LLC,2500.0,consumer_lending,Yes,No
"Harder, Josh",H001090,D,California,house,30.7,76.7,0.0,0.0,137397.0,0,0,60991.0,0,35,49,3399.1,real_estate,55.3,$10M-$25M,17500000,$5M-$25M,No,0,18500.0,104397.0,0,10000.0,0,4500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,94397.0,real_estate,PROGRESSIVE TURNOUT PROJECT,10000.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,5000.0,insurance,MORGAN STANLEY,10366.0,investment_banking,APOLLO MANAGEMENT,7600.0,private_equity,No,No
"Stanton, Greg",S001211,D,Arizona,house,58.4,70.2,30.1,71.0,119526.0,26026,0,5605.0,186,56,24,3521.9,insurance,50.0,$150M-$200M,175000000,$100M+,No,10000.0,49000.0,34500.0,0,0,0,0,0,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (STATE FARM FEDERAL PAC),15500.0,insurance,MANUFACTURED HOUSING INSTITUTE PAC,12500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,MORGAN STANLEY,3000.0,investment_banking,COLDWELL BANKER,1350.0,real_estate,No,No
"Panetta, Jimmy",P000613,D,California,house,31.6,79.0,0.0,0.0,143000.0,0,0,29000.0,0,249,25,2635.6,insurance,47.6,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,85500.0,27500.0,0,0,0,15000.0,0,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,17500.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,15000.0,insurance,APOLLO,11200.0,private_equity,MORGAN STANLEY,7300.0,investment_banking,No,No
"Lieu, Ted",L000582,D,California,house,21.6,54.0,0.0,0.0,91000.0,0,0,27317.0,0,59,16,1903.0,insurance,28.4,$5M-$15M,10000000,$5M-$25M,No,7500.0,30000.0,35000.0,0,0,5000.0,13500.0,0,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,CAPITAL GROUP,7000.0,investment,MORGAN STANLEY,6660.0,investment_banking,No,No
"Aguilar, Pete",A000371,D,California,house,34.6,86.4,0.0,0.0,164000.0,0,0,134100.0,0,278,55,1851.4,insurance,34.5,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,63500.0,15000.0,36000.0,16000.0,16000.0,0,0,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),20000.0,investment,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),17500.0,insurance,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,17500.0,banking,WELLS FARGO,34700.0,banking,MANAGER,13600.0,investment,No,No
"DeSaulnier, Mark",D000623,D,California,house,11.8,29.4,0.0,0.0,55000.0,0,0,3550.0,0,23,2,5878.9,insurance,72.2,$200M-$250M,225000000,$100M+,No,0,39000.0,15000.0,0,0,0,0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,20000.0,insurance,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),11000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,KAISER PERMANENTE,3300.0,insurance,EDWARD JONES,250.0,investment,No,No
"Peters, Scott H.",P000608,D,California,house,27.6,68.9,0.0,0.0,117000.0,0,0,3770.0,0,117,3,2214.4,insurance,37.4,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,57000.0,21000.0,0,0,9000.0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),15000.0,financial_services,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),15000.0,insurance,DE SHAW,3500.0,investment,EDWARD JONES,250.0,investment,No,No
"Vargas, Juan",V000130,D,California,house,27.1,67.8,0.0,0.0,114500.0,0,0,14100.0,0,164,8,1949.4,insurance,35.5,$1M-$5M,3000000,$1M-$5M,Yes,12000.0,41500.0,37500.0,0,0,0,13500.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",13500.0,credit_unions,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12000.0,banking,CAPITAL GROUP COMPANIES,10100.0,investment,CAPITAL GROUP,1000.0,investment,Yes,No
"Takano, Mark",T000472,D,California,house,17.1,42.8,0.0,0.0,74500.0,0,0,10591.0,0,34,8,3377.6,insurance,49.4,$200M-$250M,225000000,$100M+,No,13000.0,43000.0,11000.0,0,5000.0,0,2500.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,12500.0,insurance,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),12500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,WELLS FARGO,7000.0,banking,KAISER PERMANENTE,2500.0,insurance,No,No
"Ruiz, Raul",R000599,D,California,house,20.9,52.1,0.0,0.0,87000.0,0,0,14065.0,0,54,6,3080.7,insurance,48.5,$1M-$5M,3000000,$1M-$5M,Yes,0,52000.0,28000.0,0,0,0,7000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),12500.0,insurance,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),10000.0,insurance,BAIN CAPITAL,7000.0,private_equity,WELLS FARGO,3500.0,banking,No,No
"Valadao, David G.",V000129,R,California,house,37.4,93.5,0.0,0.0,229474.0,0,0,6970.0,0,93,7,3192.1,real_estate,48.1,$1M-$5M,3000000,$1M-$5M,Yes,0,58500.0,139974.0,0,15000.0,0,16000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,91474.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),20000.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),16000.0,insurance,BLACKSTONE,3300.0,private_equity,LINCOLN INTERNATIONAL,1000.0,insurance,No,No
"Swalwell, Eric",S001193,D,California,house,18.2,45.6,0.0,0.0,77500.0,0,0,25923.0,0,40,60,3125.6,insurance,51.5,$1M-$5M,3000000,$1M-$5M,Yes,0,47500.0,13000.0,0,0,5000.0,12000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",12000.0,credit_unions,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,10000.0,insurance,ANTHEM,6300.0,insurance,CAPITAL GROUP,3500.0,investment,No,No
"Bera, Ami",B001287,D,California,house,17.7,44.3,0.0,0.0,76000.0,0,0,6550.0,0,44,5,2698.4,real_estate,42.8,$1M-$5M,3000000,$1M-$5M,Yes,6500.0,17000.0,40000.0,0,0,7500.0,5000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,14000.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,11000.0,real_estate,AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),10000.0,real_estate,GOLDMAN SACHS LLC,5800.0,investment_banking,BLUME CAPITAL,500.0,investment,No,No
"Garamendi, John",G000559,D,California,house,20.6,51.6,0.0,0.0,86000.0,0,0,1000.0,0,34,1,2540.5,real_estate,37.6,$5M-$15M,10000000,$5M-$25M,No,13500.0,20000.0,34000.0,0,5000.0,0,13500.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,15000.0,insurance,"FAIRBANKS MORSE, LLC POLITICAL ACTION COMMITTEE",13500.0,banking,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),12000.0,real_estate,CAPITAL GROUP,1000.0,investment,,0,,No,No
"Chu, Judy",C001080,D,California,house,58.4,65.0,67.2,40.7,109500.0,0,0,4100.0,4,67,4,2340.2,insurance,34.9,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,36000.0,38000.0,7500.0,0,0,13000.0,0,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,16000.0,insurance,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,MORGAN STANLEY POLITICAL ACTION COMMITTEE,15000.0,investment_banking,COLDWELL BANKER,2250.0,real_estate,KAISER PERMANENTE,1000.0,insurance,No,No
